,Review,Rating,Score
254,"It is with a heavy heart that I write this review. I had early morning arrival in SIN so got to Marina Bay Sands reception at around 7 AM. They were nice enough to give me early check-in and upgrade to Premier room for SGD 60 extra. They have deducted equivalent of USD 250 from my debit card as a deposit since I had no credit car on me at the time. Everything went great. The room had a balcony with incredible views of Gardens By The Bay, spacious bathroom and comfortable bed. Rooftop pool and jacuzzi are out of this world. A must-experience kind of thing. But...Months after my stay I was going through my bank statement and noticed that my deposit was never refunded. I left the room spotless so I was sure this is definitely not a consequence of my own actions. I contacted the hotel to rectify this matter. I was told my query was passed on to the relevant department and everything will be sorted out quickly but this wasn't the case. I sent numerous chasers and got replies that they will look into this at their earliest. They never did and even stopped replying to my reminders. Bottom line: I was scammed. I wouldn't go as far as calling it  their company policy but it sure as hell was not an honest mistake... Needless to say, this completely ruined my experience.",50,1
255,"Visited in November. Great place, great service, infinity pool, great location, superb view. The service were great. They even left a complimentary cake as a birthday treat. You need access for infinity pool.Loads of shopping places within. Garden by bay is just near by so is merlion park. Singapore light show is another best highlights and marina bay sand is the best place to view it from.",20,1
256,"Honestly, one of the best expetiences ever!! The que for getting up was a little bit too long, but totally understand why people love this place.Would love to swim in the pool - but only for hotel guests unfortunately :(",50,1
257,We stayed at MBS for one night as a once in a lifetime experience even though we live in Singapore! Ryan Goh an amazing help at the pool!! He’s the lifeguard but super helpful for everything related to the hotel and Singapore! Very friendly and approachable - great woth kids - seek him out!! Sheree,50,1
258,We stayed two nights at the hotel as a stopover from Australia to the UK and we had a room on 47th floor with amazing views. The hotel staff were friendly and polite and we had no complaints over our room. The view from the 57th floor with the infinity pool were simply mind boggling and we took loads of photos. The only thing we did find annoying was the fact that a $20 bottle of rose wine outside the hotel cost $120 in the hotel restaurant which we thought too steep!,50,1
259,"We caught MRT to the Sands.Can also taxi, slightly more expensive (adds S$2-4) as there is a drop off/pickup fee at Sands.loved just walking through this massive building to admire the architecture, shops all too flashy (Gucci, Prada, etc), didn't do the roof top experience as expensive at S$21 adult and you are confined where you can go on the roof top. They even have a canal in here with boats!We also visited the Art + Science Museum (super awesome) which is located right beside here.",40,1
260,Is not worst to stay too expensive and the service is not very good ....and to visit the pool is only one key card one entrance we stay there is to celebrate my husband birthday..my family came to celebrate together we went to the pool my family cannot get in ...when we book we are not told that to get in to the pool need to have the key card ...,40,0
261,"Loved the stay here totally. After work, I had a lot of places to go around the hotel for a run. The infinity pool is amazing. I loved the complimentary chocolate buffet on the eve (as a room package). Good variety in the breakfast menu. As a hotel guest, I also had a complimentary entry to Gardens By the bay. Overall a wonderful experience. I am taking my family here again during Diwali break!",10,1
262,"It took me some time to think about this review, so that my personal experience of this hotel is fair and not because I was disappointed and jumped in this review. After almost a week, I still came back to the same conclusion. It is definitely not worth the money. We stayed for 2 nights & we did regret it. We became another curious tourist stats wanting to experience the infinity pool and to check the view from above at the Observation deck. If you really do want to check out the hotel, then here are my advice. Take on the City View room and stay there for only one night. Use the pool between 6am - 7:30am if you are planning to actually swim in it. If you are like most of the other guests who are only in the pool for photos, I guess it doesn't matter what time. Tip: At night the place is pack! I am not sure if you really want to be in that water.Great things about it - central and convenient to Gardens by the Bay, the Casino, MRT and the Shopping Centre. They are walking distance for checking out Rhapsody at Supertree and Spectra. The view from Observation Deck (hotel guests only) at Level 57 at night... Is spectacular! The architecture of the hotel is pretty amazing, whilst I do questioned the carbon footprint of the hotel blasting super cold aircon in the foyer across 3 towers. The pool at the crack of dawn is quite nice because you can actually swim in it and is somewhat 'cleaner'. Thank god for adult only section pool, don't get me wrong I don't mind kids but screaming splashing kids is really not my idea of a relaxing holiday by the pool. Not so great things/borderline rather disappointed things about it - from the moment we enter into our room we noticed a faint sewage smell from the toilet bowl. Odd and no we didn't complaint as it wasn't terrible although not what you expect from this hotel. The pool... 3 things stood for us. Lack of showers around the pool given it is the world's largest rooftop infinity pool - I found 2 and even that I had to ask - hence the somewhat 'clean' pool. 2 toilet facilities one inside and one outside - what the? Lastly, the lack of choices and quality of the poolside menu. Upon arrival with the long check in queue, the lobby and sheer volume of people hanging around, reminded me of a day time market. Overall, this is the most expensive hotel I've stayed in to date and what I got in return is half the value. I've stayed in much nicer hotel both in service and quality for half the price. There; my husband and I was another statistic for the hotel. I can't imagine myself going back at all or recommend this place to others.",50,0
263,"We stayed at this amazing hotel in Singapore. The Marina Bay Sands is in a fantastic location with absolutely breath taking views of the Marina and the surrounds. Upon entering this amazing hotel it almost feels as though you are on a different planet with the sheer beauty and the size of this hotel. The room that we stayed in was beautifully decorated, clean and the facilities were of the highest quality. The bed that we slept in was mega comfortable, resulting in heavenly sleeps. The views from the bedroom was to die for, absolutely stunning. The food and the service provided was of the highest quality with some wonderful staff. Overall this was a most wonderful short stay and it was very difficult to say goodbye.",30,1
264,"I highly recommend this hotel! The rooms, the hospitality, the service, facilities are in the highest level and its definitely worth every single penny! The pool is breathtaking..I recommend to choose the highest floor you can get.Don't think twice!!",50,1
265,"My wife and I stayed at Marina Bay Sands for 8 nights in September (2018) for the Formula 1. I had previously read reviews that said the check in process could be really slow. We arrived at the hotel at about 5.30 p.m. and had no problems checking in. It was straight forward. The room we stayed in was  excellent. It was a really good size, very comfortable and could not fault it in any way. It was definitely worth paying the extra for the city view as this was breathtaking. Although, a garden view room would also be good (particularly as you could watch the light show in Supertree grove). We ate a few times in the hotel (room service and Lavo restaurant). The food was always excellent. Would definitely recommend Lavo as the food was great, not badly priced and the view you get whilst dining is second to none. The infinity pool is an obvious draw to the hotel and a once in a lifetime experience. I used the pool early in the morning (around 6.30 a.m.). Would recommend going in early before it gets too busy and you get to see the sunrise from the pool.Overall, it was an excellent stay. There is nothing that I can fault the hotel on. It would definitely be top of my list to book again if I visit Singapore in the future.",50,1
266,"This was an amazing hotel. We stayed In a club room. Very spacious, ocean view. Very large bathroom.  Really lovely room. Club room gave us a dining room on floor 55 which gave us free afternoon tea and free drinks and canapés. The staff in here were very attentive , informative and helpful. I can’t say enough . A fabulous 3 days.Don’t forget a trip up to the pool on the roof. You must see it early evening. The view was incredible.",50,1
267,"We stayed here thinking that it might be the only chance we might get. We weren’t disappointed, everything at this hotel was perfect. Just wish we’d had longer to explore the hotel facilities, shops and casino.The service was excellent from the early check in to the anniversary cake.Could have stayed in the pool for a whole week and still wanted more.The staff were very friendly and helpful.The only tiny downside is the fact that it is such a huge hotel, with so many guests, that it doesn’t feel personal enough but that goes for far smaller hotels these days too.Given the chance we would definitely go back, and for longer",50,1
268,"We expected a level of service and quality from a hotel with this reputation and price for a room.   It fell flat when we waited an hour in the check in queue where only 3 people were serving.   It was hot in that area and no offer of water until we reached the counter.    The room was ok the shower floor was incredibly slippery to the point of dangerous.   The pool wasn't really clean and water was like a warm bath.   We had to order milk to the room and had to pay for half a jug of milk and not provision in the room.   There was nothing impressive about this hotel that would make me come back. When we advised at check out things were not up to standard there was a totally blank look and no acknowledgement.   It is fair to say I will never be back.We had stayed at the Pan Pacific in Raffle Blvd prior to Marina Bay Sands and I couldn't fault the hotel, staff and service. I will be back there in a heartbeat it was just disappointing we made the mistake of going to Marina Bay Sands for a night",50,1
269,"During our honeymoon stop over at the Pan Pacific Hotel we had extensive views of the Marina Bay from our hotel balcony which made it easy for us to determine where to walk and view the Marina Bay up close. There are plenty of activity options to suit all age groups in, on and around Marina Bay.",30,1
270,"We enjoyed our experience. It is a busy shopping and hospitality operation. Hotel staff are well trained and efficient. Concierge service is world class. Rooms are clean, tidy, sizable and comfortable but lack draw space and a lighting plan that is easy to use. There are plenty of elevators serving the 2600 rooms in three towers. The hotel is accessible to the city and sits on an MRT station. The MRT will put the traveller any where in Singapore quickly and comfortably.The hotel needs more breakfast options as an expensive buffet is not for everyone. We ate breakfast in the shopping complex but found choice limited. Hotel restaurants and bars are excellent but charge world prices. Again, we found their food fantastic and service friendly, courteous and efficient.The roof top swimming pool with the world's largest infinity pool is great and closely managed for comfort and security reasons. Well worth the visit!Unless you want the casino experience, Marina Bay Sands is enjoyable and there are other places to stay and enjoy in Singapore.",50,1
271,"Like most reviews, it's all about the pool -how many of us would stay if we could pay a ""day rate"" for access to the pool? I would say the hotel occupancy would probably fall dramatically and maybe they would then charge a more realistic rate.... To put it into context, based on historic reviews it was obvious to me that staying one night would be enough to enable me to tick it off my ""bucket list"" so for the rest of my time in Singapore I stayed elsewhere for half the price for a far more superior hotel experience!It's a massive hotel so don't expect 5* service albeit the staff try hard but don't always succeed e.g. I had a reservation at Lavo which coincided with my birthday which they recognised upon entering the restaurant but failed to follow up with a gesture of a cake/similar.For lots of people wifi is important, we found reception to be sporadic (cut off frequently) and overall poor quality.In summary my 5 top tips:1) Don't upgrade to a Club room -in my view it's not worth the extra and it's also one of the most dissappointing Club experiences I've ever had. It's more like a canteen with basic food presentations. When I was leaving there were lots of (frustrated) guests queueing to get in as the place was rammed full. Not sure how many of them would have got the full benefit of what was on offer as it was 6.30pm and it closed at 7pm. If you do opt for a Club room, go at 5pm'ish when it opens..2) Rooms are quite a few years old now and are bland -my room was about 75m2 which is very large but it was soulless. The bathroom was large with a double vanity but it had a tiny wardrobe. Like Club rooms, in hindsight don't see the point in paying for a ""better"" grade as even the cheapest rooms come with a premium price tag.3) Go early to the pool to bag a bed but also be aware that lots of guests come late when other guests have left for the day and sit by the pool as it gets dark for the evening laser show.4) Be aware that the hotel operates about 3 or 4 restaurants for breakfast and even then there are queues so find out from staff when are the quieter times, which is probably before 9am as you could be queueing for ages.....5) Stay one night and save your money for a more superior hotel experience elsewhere for the remaining time in SingaporeTicked it off my bucket list, just wish it had been a more memorable birthday as apart from the pool exerience it was (sadly) disappointing.",50,1
272,"We went there as a couple from 2-3 october 2018.i was very unsure of the dates before. So i cancelled that booking. I was still charged a whopping 775 sgd. On inquiry, they said i made 2 bookings (WHICH WAS NOT TRUE), one of which was a no show and one i cancelled. I read about this trick on trip advisor. But i paid no heed until obviously it happened to us. Furthermore they now said it was a duplicated booking and the money will be returned after 15 days. After they earn some interest money on our credit card that is . The view from the infinity pool and the rooms is breathtaking. The pool is always crowded. Except for maybe 7-8 am in the morning. We were honeymooners, we recieved surprise chocolates at 7 pm. Nice personalized touch!  The hotel is huge. And has a marina shoppes mall attached to it, which has some amazing celebrity restaurants. We tried the bird and the fried chicken was out of this world. Except for the trickery, a very good stay",30,1
273,"Since this hotel was built back in 2010, this tri-building with a connected top floor for swimming and events became an instant landmark tourist attraction. Many would post pictures of themselves with the bay behind them and the facade of this hotel in the background. Hotel rates are expected to be high, especially during peak seasons like holidays or during the GP (F1) weekend. Access to the pool is draconianly strict, even if you have a baby with you, he/she will have to badge with every ingress and egress to the pool area. I guess due to the popularity of the pool area, people have been trying to access it even illegally. My badge actually failed a couple of times and I was questioned on my booking details which was quite annoying. Anyway, the rooms are functional but cramped, not unlike our stay at the Fairmont Hotel where the room was 3X bigger at less than half the price for a day's stay.  I'm not saying this to drive you away from this hotel, being able to swim in the pool on top of the city of Singapore was well worth the so-so room. Bucket list checked! We practically spent most of our time outside the hotel room anyway as we were checking all the attractions in the Marina Bay Area which would take more than a hurried day to take all in. To conclude, despite everything, the stay was worth it, I would definitely recommend.",20,1
274,On arrival at the hotel everyone we met from exiting the taxi to entering our room were extremely welcoming. Our room was modern and very tastefully decorated. All of the amenities were of a high quality and we had a magnificent view over the harbour. The Skypark with its infinity pool and unforgettable view over Singapore is an experience not to be missed and the Gardens are a must see. We had a great time there and would highly recommend it,40,1
275,"Marina Bay Sands lives up to its standards as one of the top hotels in Singapore, with the highest infinity pool in the World. The hotel itself was busy and buzzing with events and conferences, with people from all over the World. It provides various shopping opportunities and you are spoilt for choice for dining opportunities.The facilities and amenities are top-notch with the Infinity Pool located at the 57th floor and the Banyan Tree Spa & Fitness Facilities at the 55th floor, accessible to Hotel guests. The bars & lounges also provide for a good reprieve to unwind.The Banyan Tree Fitness Gym overlooks the Marina Bay district and allows for a great workout with equipment from Technogym and Kinetika. The gym also provides a hot bath, steam room and sauna for patrons. Raj, was particularly welcoming, ensuring to remember the names of guests (no easy task!) and ensuring all needs are provided. I particularly enjoyed going to the fitness club daily.The rooms in Marina Bay Sands are spacious, provides the amenities you might need for a comfortable stay. The bathroom is equipped with a large tub for you to soak your worries away and comes with a separate en suite shower and toilet. The bathroom is large enough for you to run around in if the room isn't enough.A worthwhile location to stay in when you're in Singapore, conveniently located above the MRT like which connects you to the Public Transport system.",50,1
276,Simply amazing hotel !! from checkin to checkout were spotless! we booked the room which overlooked Club 55 - which was well worth it! the meals included in it were delicious! the pool is breathtaking .. do not need too much description about it !! the breakfast (in the case of those who opted for club 55) had the option of being in 4 different places .. very well served (we opted to take the Rise- which is on the 1st floor) with a multitude of foods of various places in the world !! about the room ?? it was huge and overlooking the whole city of Singapore) .. we will return to Singapore and we will stay again in this hotel for sure !!!,50,1
277,We loved everything about this hotel and it was just what we needed after a long flight from London. The rooms were very spacious and well catered for. The bathroom nice and large with a great shower. Views from all rooms. The pool was just amazing and the reason we booked this hotel. A great place to relax and quite spectacular. The staff are all very friendly and helpful and there excellent eating choices available in all price ranges. I would definitely stay here again.,50,1
278,"Just a fantastic hotel. Great bars, food, staff. A lovely place to spend time, The shopping mall is fantastic all the best shops in one place, a great day out even if you are only window shopping you can still have a good time",50,1
279,"When visiting Singapore the Marina Bay Sands is always our first choice. The breathtaking architecture with the gorgeous Infinity Pool at the top is just one aspect of this spectacular venue. The service level at the Marina Bay Sands is exceptional. If you choose a room at the Club Level you are in for some special treats, highly recommended. The huge complex has direct access to the MRT system for a quick and conveniant getting around and the huge shopping center is a shoppers delight.",50,1
280,"We stayed here as part of our honeymoon.  We landed in the morning and by the time we were at the hotel it was approx 9am.  We were greeted by the concierge who took our luggage and directed us to the check-in desk.First impressions were wow, however, it was extremely busy.  The line for check-in was long and we waited about 45 mins before we managed to speak to someone.  We upgraded our room by the recommendation of the member of staff (who was very nice) and were given some gifts as it was our honeymoon.The upgraded room was the premium room on the 46th floor with a balcony.  We were very happy with the room.  It was spacious and the bathroom was amazing. The decor was ok but nice enough.In respect of the facilities there are the main things you want, but also it has the appeal of an infinity pool, which was very nice, however, VERY busy - and this was the main issue with the hotel.The hotel is filled with guests as well as tourists as it has become a tourist attraction in itself.  What doesn’t help is that the hotel is adjoined to a mall.  Furthermore, with approx 2000 rooms across the three towers most of the facilities were full.  The infinity pool during the day was ridiculously busy.  The gym was quite small, given the size of the hotel and was in tower 2, which mean either going to the ground floor or the top floor walk across and use another lift in tower 2.In respect of Breakfast - we did not include this within our booking, and good that we didn’t as we woke up very late during our stay and wouldn’t have had a chance to try it.  So cannot comment on how good the food was.We did, however, have dinner at Lavo rooftop bar and restaurant, which if i’m being honest is overpriced for average food.  The views are very nice and nicely decorated but I expected more and wasn’t blown away with the service.Overall, I would say that our stay was a good experience, however, if you’re looking for a personal service and relaxing, quiet environment, this is not the place for you as it is very busy.  Its a nice, clean hotel but it is missing that special feeling which I have had in other places. The staff are very friendly and service was good (but that is the case in SE Asia mostly).  ",50,1
281,"I booked this hotel via booking.com, and it was not very clear to me that the price quoted was sans 10% + 7%. Also do not park not enter near tower 3 ( which is the first you get to) drive on and enter at tower 1 and ‘give’ you car to the valet. Cannot believe at this price there is no free parking nor breakfast included. The buffet is 53$++ how can they justify...The room was huge, well appointed and very comfortableFamily room- make sure you check- in everybody and get plenty of cards- otherwise cannot use the pool!",40,1
282,"I guess it is a combination of spending time with two of my favourite women in the world, getting a great offer from a friend to stay at this hotel and the hotel being fab on its own. To take it to six stars we got upgraded to Club55 - feeling spoilt. ",20,1
283,"This Hotel has it ALL, restaurants, casino, night life in the hotel and if that is not enough everything else is within walking distance or jump on the MRT (Singapore’s Transit System) which also is a very short walk. The Hotel rooms all have views of either the beautiful Gardens By The Bay or City which has a beautiful Marina with Incredible skyline. The rooms are clean and the staff go above and beyond exceptional service.  Enjoyed and will return.",50,1
284,I was staying for two night in this hotel at tower 3. The Building was realy Great. But the room is realy nothing special for a 5 star hotel. In the.night we couldnt realy sleep becouse the noise from the car outside.we can hear all the noise from the street . The swimmingpool at the top roof was nice. Can see beautiful view all around.,50,1
285,"One of the best hotels I have stayed at in the world . World class service from the airport to our suite . Exceptional staff ; caring, thoughtful , helpful and always smiling !!!!!! Made our business trip that much more amazing",50,1
286,"The infinity pool, view of Singapore, location and amenities were great. Lots of restaurants to choose from. The room is a nice, standard hotel style.On the downside....if traveling with kids you are surrounded by people who are obsessed by taking selfies by the pool. If it's a hotel that's child free, I understand the culture. But people by the pool will get annoyed with children splashing around.There was a section of the pool which was an adult only zone which people did not read about! ",50,1
287,Amazing hotel to stay in! The staff are very friendly and the facilities are amazing! Spent most of my time at the infinity pool! Nice cocktails available and food. A bit expensive but to be expected to sinagpore! A must for any bucket list! ,40,1
288,Nice hotel overall with the pool that is wonderful! Casino and mall connected are awesome. The rooms and bathroom are of nice size but a bit dated. The room services was prompt and well priced. The gym is well appointed but the changes rooms are a bit small. Sauna and Spa are also small for the size of property and number of people attempting to use the facility when i was.,50,1
289,"We stayed at the marina bay for one night during our honeymoon. We paid for an upgrade so we were on a higher floor with a much better view of the marina. The rooms were lovely and clean with a great shower. We ate in the italian restaurant on the top floor called lavo. We had a mixed experience, some staff seemed nonchalant whereas others were more than happy to help and the food was good. We had breakfast in the al la carte restaurant on the ground floor which had an amazing selection available. We spent time in the infinity pool which was amazing. It was very busy though and not somewhere you’d go to relax! The hotel was very pricey but we had budgeted for this as part of our honeymoon experience.",40,1
290,"And what a stop! If you can afford it, do it, simple as. Yes it’s a tourist attraction and yes it’s massive as a hotel but you’ve stayed in one of the worlds most iconic hotels with the most amazing roof top pool. I read loads of the negative reviews, more for comedy value as the Marina Bay Sands is an experience, not good or bad, just an immersive experience.",40,1
291,"Had an incredible stay with Marina Bay Sands, love the infinity pool and a sip of the sling.Don’t forgot to go tie the rooftop for the great view of Singapore.Room is a bit expensive but you got what you paid for, worst spending time and money here ",50,1
292,"Stunning hotel, and of course the rooftop infinity pool. Beautiful views from the pool out over the city of Singapore especially at night. Rooms where spacious, and luxurious. Right in the heart of all the action, great place to stay",50,1
293,"After a long flight it was great to arrive at a hotel with smooth and quick check in. We opted for a city view double room, which was spacious along with a huge bed and blackout blinds, helpful for the jet lag! The infinity pool can only be accessed by hotel guests but at night it is packed and hard to find room to enjoy the Singapore skyline, luckily we could see it from our room. However, at 6am we had a whole section of the pool to ourselves to watch the sun come up, worth the early start and made our stay worthwhile, we would recommend a stay just for this. We also made use of the Rise restaurant breakfast which had a huge variety of food, both asian and western hot food along with pastries, fruit, cereal etc, and as Singapore prices go was worth the $45 per person.",50,1
294,"If in Singapore, stop by and tour this unusual hotel.  Heard the rooms are not worth the rates, but experience the view - buy a ticket.",40,1
295,"We had an amazing stay in an enormous family room with an incredible patio balcony overlooking Gardens by The Bay. Huge hotel, infinity pool is amazing & a must see. This was a wonderful treat from our Son & his partner for us all while staying in Singapore & it was an unforgettable experience.",50,1
296,Best in terms of everything.Great hospitalitySupportive staffBest quality roomsAmazing infinity poolHuge casinoHad best Indian food at Punjab grillEasy access to garden by the bay and cloud forestNd overall best fun experienceIf you plan a trip to Singapore must visit this place.,50,1
297,My partner and I went to the F1 in sept . We went up the lifts to the bar area to get a drink and ended up in the dinner queue . It was difficult to communicate what we wanted to do . In the end they sent us down stairs to buy a ticket for the viewing deck . This was amazing the views were breath taking . We found out the next day you can pay £20 use the ticket to go into the bar area and get a drink . I’m disappointed this wasn’t made clearer as that’s exactly what we would have done . ,50,0
298,"I was only staying here for 2 days but got myself a city view suite and i have to say it was well worth it.  Firstly , the hotel itself is huge and has access to the shopping mall through an underground tunnel.   The Gardens by the bay are just behind it and are a must to see the show in the evening.   The rooftop pool is fantastic and so unusual and wasnt too crowded when we were there.  Staff in the hotel are really good and friendly and helpful and its one thing that i really appreciated while travelling.  The breakfast consisted of a vast selection of various types of food covering almost all ethnicity.   I'd definitely go again.",30,1
299,"It was every thing perfect! The Pool, the hospitality! We enjoyed every day in Marina Bay Sands! The hotel was wonderfull, the pool and room rervices too. I want to come back to Singapor and Marina Bay too ",50,1
300,My daughter and I had High Tea at the Marina Bay Sands Hotel.It was one of the best we have had .Not only do you get a tea master to marry up the perfect tea for what you are eating but the food is unlimited.The food was amazing and exceptional.The staff were wonderful and very according .A must if you love High Tea like we do.,50,1
301,"While in Singapore, stay only in marina if yiu want to enjoy Singapore. For a complete 360 view of singapore, this is the only place, Swimming pool, infinity pool, on roof top is a achitectural marvel. The restuarant, the jaccuzi, febulous.",50,1
302,"My 2nd time staying here, but this time it is more memorable. i decided since we stayed here for three nights, i should explore the whole aspects of this hotel. What I love about this place is the facilities MBS has to offer. My first time walking the bridge that connects to Gardens by the Bay and enjoying the view from top to see the lobby and facade of the hotels. What lacks the most from this place is a big supermarket, a movie place and bowling alley for non gamblers.",50,1
303,"Expensive but worth the money from the minute you step outside your arriving taxi to the minute you step back in the taxi on departure. Our suitcases were unloaded from the taxi, we were given a card to present at check in and luggage was whisked away and in our room on arrival. Check in was very quick all in all about 5 minutes (including queueing). We were given our room key and told about everything we needed to know for our stay. We were shown to our room and the attendant told us everything we needed to know about operating lights, curtains, air con etc. We had a premiere room on the 37th floor overlooking the Bay Gardens (as requested). The view was magnificent and we watched the super tree light display from our balcony. The room was of a really good size, light and airy. The bathroom was exceptional with large free standing bath which our 9yr old absolutely loved. There was a separate walk in shower and separate toilet. Everything about the hotel far exceeded our expectations. We visited the sky deck which offered great views over the city. The swimming pool was just something else and we spent an awful lot of time there from very early morning till 11 pm when it closed. I have never experienced such an amazing pool and probably never will again. The hotel is not cheap to stay in but well worth the extra $$$. We will definitely stay here again and would highly recommend this hotel for anyone visiting Singapore, even if only for 1 night.",40,1
304,"My family and I (2A, 2K, 8 & 10yo) stayed at Marina Bay Sands on a stopover from Melbourne to Thailand. After staying at the Marriott Khao Lak innThailand (comfy couch to sit on, welcome drink, personalised service), check in here was a rude shock. Hardly anywhere to sit (some fancy thing in the lobby that you can only sit on part of and a security guard watches over the rest!!), a massive queue to check in and our room was not ready. When we got to the room it was just ok - looks dated and a previous guest has clearly been smoking in the toilet. Access cards didn’t work where they were supposed to and I was underwhelmed with the whole place, especially for the exorbitant price. But I guess we stayed there as it is such an iconic building. The Skypark is fabulous fun and the location is great but I certainly wouldn’t stay there again.",50,1
305,"I recently stayed at Marina Bay Sands over the Formula 1 weekend and several extra nights(9 in total) to look around Singapore. The room I had was a Premier Twin Garden View Room on the 20th Floor in Tower 2. The room was spacious, clean. and well fitted out. The service from check-in to check-out was friendly and efficient by every member of staff in all departments including concierge, restaurants and gift shop. I tried breakfast in Rise Restaurant one day but found it a bit impersonal due to its size. I opted for Spago on the roof of the hotel which I had tried the previous day which had a more cosy and personal feel and also the view. Most evenings I went to Spago as it was a Lounge and Bar. Spago had a fabulous atmosphere, great music, plenty of drinks choice and very attentive, knowledgeable and friendly staff. Having experienced Spago I could see why it was a very popular venue. It was a shame when it was time to leave the hotel, I would have no hesitation in staying at the hotel again and would gladly recommend it to anyone. It was well worth the experience.",30,1
306,"visited the Marina Bay sands to enjoy the mall and Casino. The casino is huge and there is lots of action either on the slots or the tables. I would highly recommend the Casino and if you are a visitor to Singapore, don't forget your passport as you will need it for entry.  ",50,1
307,"What can I say that hasnt been said about this hotel, its simply amazing. The rooms, the staff, the amenities, everything is what a 5 star hotel should be. Everytime I visit this place its always amazing, and all the amenities and everything is great but no matter how many times I take a dip in the swimming pool on the top, everytime its breath taking.",50,1
308,"I stayed at the Marina Bay Sands Hotel for two days. I was able to book a room with a good view with the kind help of a person named Wangelin Sum. The hotel's view was fantastic and the pool was also great. Thanks to you, I made good memories.",50,1
309,"Had a suite here as a birthday present last year and have never stayed anywhere quite like this in my life. The infinity pool on the roof was incredible and as you'd expect for a hotel at this price, staff & amenities impeccable. Will 100% go again.",50,1
310,* Good to visit at twilight * Amazing view of skyline * Laser show with themed music in the fountain is worth waiting for* The ferry ride - Singapore by night - is a memorable experience * Getting off at Clarke quay and taking in the food options available is a wonderful feeling ,50,1
311,"I could have given another extra star for the marvel of property and the location, truly phenomenal. I was here for he Formula One weekend and stayed at tower 2. Hotel was busy so the check in took us time albeit we had booked a night before so we could checkin in the morning. The front desk team were just as courteous as they should be, what really impressed me was the house keeping, room service team who were all so quick to attend to when needed. Eg, on arrival I realised the hair dryer wasn't working and I was a little reluctant to call for it thinking they make take time as the check in was long, to my surprise the replacement came immediately, I loved it. We did dine around the restaurants and bars in the hotel, I would say it was a mix of good and not so good experience. The staffs at ce La vie weren't as good as the ones on the lobby level (forgot the name of outlet). Why ? because on the qualifying day we decided to be up in the bar instead of being on the track, so we chose to be in ce la vie, however on entering, the hostess told us that for us to find a table our minimum spend per person should be $250. My point is not about the dollar but what have they to offer on that amount. Well we decided to be at the bar and not take a table, as the menu was presented I realised there was nothing for me to order as items were few and not service was slow.Whereas the common dining area for breakfast and lunch downstairs in lobby level had great food and service too. So perhaps my conclusion for today should be a second visit to add that missing star.",50,1
312,"I didn't t stay at this hotel during my trip to Singapore, but i did visit , after my visit i wish i would have stayed there, The level of attention form the minute you entered till the time you left was spot on. It didn't matter if I stayed there or not, I still received a fantastic level of service form all he hotel staff that I came in contact with. The place is very big and of course a bit confusing, but there were enough staff on hand to direct, ask and smile me to my destination. Much thanks for the warm treatment, I will defiantly choose there to stay on my best trip.",40,1
313,"We recently stayed for 7 nights in Singapore and we spent our final night at Marina Bay Sands hotel. We are a family of 5, two adults and three children and so I booked two adjoining non-smoking rooms for one night. This was a surprise for our children and it turned out to be a huge surprise for us too, as we were upgraded to a suite! We arrived at the hotel and I liked the way they have various staff in the foyer to greet people and direct you. It's such a popular destination that it's great that someone speaks to you personally and directs you to the correct places. We queued for a few minutes and then we were helped by a lovely lady- I'm sorry to say that I can't quite recall her name but I believe it was Ai Lee or similar (apologies for not recording this accurately). She explained that we could enjoy the pool area while they prepared our rooms and she said we may be fortunate to have even nicer rooms than we had organised. She was professional, polite and helpful.We were happy to enjoy the pool! We knew it was going to be full of people taking photos and selfies, but who can blame them? (Plus it's kind of fun to watch all the posing!) The view is magnificent and the architecture and design is stunning. We took some photos and swam, enjoyed the hot tub and ate fries by the pool. It was great! At 4.30pm we headed back to reception and we spoke to a gentleman before queuing and he directed us straight to a seating area where we were looked after by Maria. She was also very professional, friendly and helpful and she told us that we had been upgraded to a suite. We were stunned and very excited. Gideon escorted us in the lift to the 51st floor and showed us through our two bedroom (plus three bathrooms, balconies, living room, dining room, gym room, massage and hair dressing area!) suite which was amazing, We have never experienced anything like it. Our suite overlooked the Gardens By the Bay and we enjoyed watching the super trees light up later in the evening. The foyer on the other side near the lifts had a view over the marina and we sat there too to watch the light show.Our suite was way beyond our expectations and we loved the pool too. We ate our dinner beside the pool, ordering from the pool menu and we were really well looked after.Our stay at Marina Bay Sands was incredible and we would love to return and stay again. Truly unforgettable.",40,1
314,My colleague and here stayed here for one night after our conference at MBS. It was everything we could imagine and more! The breakfast at Adrift was amazing with a large variety. The infinity pool is beautiful and I loved the fact there was an adult only section. I wish there were more jacuzzis though.,50,1
315,"I stayed here with my wife for 1 night in September 2018.I booked a Queen room originally.  Check in was from 3pm, but we arrived at 1pm, and went to the Sands Lounge, where we took a ticket and drank free tea/coffee until our number was called.The check in clerk offered me an upgrade, and I took it.  It was worth every penny when my wife opened the door to suite 2406.  The suite had two rooms, bay views from both rooms, huge bed and bathroom, as well as a dressing room.In room there was a nespresso machine, kettle and tea / coffee.The staff were helpful and pleasant, snd even though my birthday was 9 days away, they noted the date from my check-in information and sent birthday cake to my room!!The skypark was a nice place to relax and people-watch, although drinks are expensive compared to downtown.  At night the views from the infinity pool are spectacular and not to be missed.It's a special place, and they make you feel special, so pay the money and treat yourself.",50,1
